求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
4393-2651-0214,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,埼玉県,正社員,cusAB,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0218,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,千葉県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0220,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,神奈川県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0221,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,神奈川県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0222,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,神奈川県,正社員,cusAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0223,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,神奈川県,正社員,cusAB,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0225,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,東京都,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0230,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0231,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0232,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0233,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0234,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,愛知県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0237,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気インジョルミトーストなど）,非公開,愛知県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0242,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,埼玉県,正社員,新規作成求人20230818,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0245,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0246,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0248,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0249,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,神奈川県,正社員,新規作成求人20230818,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0257,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,大阪府,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0259,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,大阪府,正社員,新規作成求人20230818,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0261,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,愛知県,正社員,新規作成求人20230818,公開中,5,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0263,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気インジョルミトーストなど）,非公開,愛知県,正社員,新規作成求人20230818,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0266,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,埼玉県,正社員,cusAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0267,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,埼玉県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0268,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,埼玉県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0271,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,神奈川県,正社員,cusAB,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0272,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,神奈川県,正社員,cusAB,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0276,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,東京都,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0278,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,福岡県,正社員,cusAB,公開中,5,1,20.0%,￥25,￥25,0,0,0.0%,￥0
4393-2651-0279,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,福岡県,正社員,cusAB,公開中,11,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0280,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,大阪府,正社員,cusAB,公開中,13,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0282,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0283,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,大阪府,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0286,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,愛知県,正社員,cusAB,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0287,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,愛知県,正社員,cusAB,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0288,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,愛知県,正社員,cusAB,公開中,2,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0289,20代活躍中/明確な評価基準で公平/K－POPカフェの接客販売職（Z世代人気レインボーケーキなど）,非公開,愛知県,正社員,cusAB,公開中,3,0,0.0%,￥0,￥0,0,0,0.0%,￥0
4393-2651-0290,20代活躍中/明確な評価基準で公平/K－POPカフェの企画運営（Z世代人気レインボーケーキなど）,非公開,埼玉県,正社員,新規作成求人20230818,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
