求人番号,求人タイトル,勤務先名,勤務地,雇用形態,キャンペーン名,ステータス,表示回数,クリック数,クリック率,平均クリック単価,費用,応募数,アクション数,応募率,応募単価
8329-0891-0a1u,"20代活躍/寮社宅負担/自動車ECU制御ソフト開発エンジニア ※福利厚生/／年休123日/TPiteB",非公開,愛知県,正社員,ITBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1y,20代活躍/寮社宅負担/ワイヤーハーネス製品の設計＜未経験可＞/正社員／フォロー環境充実でスキルが身につく//TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a1z,20代活躍/寮社宅負担/インフラエンジニア（PL・PM候補）/明確な評価制度／研修制度充実／ワークライフバランス//TPiteB,非公開,愛知県,正社員,ITBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a20,20代活躍/寮社宅負担/アルミダイカスト品の生産技術/東証プライム上場G／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,1,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a21,20代活躍/寮社宅負担/アイケア製品の設計業務（詳細設計）/東証プライム上場テクノプロG/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a22,20代活躍/寮社宅負担/WEBアプリケーションのソフトウェア開発業務/詳細設計/TPiteB,非公開,愛知県,正社員,ITBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a23,20代活躍/寮社宅負担/PM／PL/メーカー向けソフトウェア開発／AI・IoT・画像処理案件多数/TPiteB,非公開,愛知県,正社員,ITBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a27,20代活躍/寮社宅負担/BEVエレキ開発／東証プライム上場G／研修充実／WEB面接／年休122日/TPdesB,非公開,愛知県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a29,20代活躍/寮社宅負担/半導体製造装置の機械設計/UIターン可／東証プライム上場G／年休122日/TPdesB,非公開,福岡県,正社員,designBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
8329-0891-0a2a,20代活躍/寮社宅負担/半導体製造装置のソフトウェア開発／東証プライム上場G／研修充実／WEB面接／年休122日/TPiteB,非公開,福岡県,正社員,ITBD,公開中,0,0,0.0%,￥0,￥0,0,0,0.0%,￥0
